"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"9322","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,260,1,"16611*F"
"9323","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,297,1,"16611*F"
"9327","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2019,147,1,"16611*F"
"9337","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2019,160,1,"16611*F"
"9339","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,123,1,"16611*F"
"9340","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,137,1,"16611*F"
"9341","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,152,1,"16611*F"
"9344","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,123,1,"16611*J"
"9356","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2019,160,1,"16611*J"
"9357","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,128,1,"16611*J"
"9362","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,212,1,"16611*J"
"9367","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2019,245,1,"16611*J"
"9369","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,128,1,"16611*J"
"9370","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,254,1,"16611*J"
"9373","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,245,1,"16611*J"
"9382","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2019,160,1,"16611*J"
"9383","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,123,1,"16611*J"
"9385","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,141,1,"16611*J"
"9386","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,152,1,"16611*J"
"9389","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,123,1,"16611*K"
"9398","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","ripeFruits",2019,156,1,"16611*K"
"9399","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,128,1,"16611*K"
"9403","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,209,1,"16611*K"
"9408","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2019,260,1,"16611*K"
"9409","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,128,1,"16611*K"
"9410","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,248,1,"16611*K"
"9411","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,297,1,"16611*K"
"9413","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,245,1,"16611*K"
"9414","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,297,1,"16611*K"
"9418","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2019,147,1,"16611*K"
"9422","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","recentFruitOrSeedDrop",2019,160,1,"16611*K"
"9423","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,123,1,"16611*K"
"9425","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,141,1,"16611*K"
"9426","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","fruits",2019,152,1,"16611*K"
"9480","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,97,1,"22099*A"
"9481","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,123,1,"22099*A"
"9488","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,209,1,"22099*A"
"9490","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,128,1,"22099*A"
"9494","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,209,1,"22099*A"
"9496","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2019,229,1,"22099*A"
"9498","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,128,1,"22099*A"
"9499","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,248,1,"22099*A"
"9500","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,229,1,"22099*A"
"9501","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","flowers",2019,104,1,"22099*A"
"9523","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2019,110,1,"11253*A"
"9524","Quercus","rubra","Quercus rubra","Northern red oak","QURU","ripeFruits",2019,260,1,"11253*A"
"9526","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2019,128,1,"11253*A"
"9527","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2019,268,1,"11253*A"
"9528","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2019,118,1,"11253*A"
"9529","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2019,128,1,"11253*A"
"9530","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2019,260,1,"11253*A"
"9531","Quercus","rubra","Quercus rubra","Northern red oak","QURU","flowers",2019,126,1,"11253*A"
"9534","Quercus","rubra","Quercus rubra","Northern red oak","QURU","openFlowers",2019,130,1,"11253*A"
"9535","Quercus","rubra","Quercus rubra","Northern red oak","QURU","openFlowers",2019,138,1,"11253*A"
"9539","Quercus","rubra","Quercus rubra","Northern red oak","QURU","recentFruitOrSeedDrop",2019,252,1,"11253*A"
"9544","Quercus","rubra","Quercus rubra","Northern red oak","QURU","fruits",2019,190,1,"11253*A"
"9546","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2019,107,1,"5859*B"
"9547","Quercus","rubra","Quercus rubra","Northern red oak","QURU","ripeFruits",2019,237,1,"5859*B"
"9548","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2019,113,1,"5859*B"
"9549","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2019,260,1,"5859*B"
"9550","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2019,113,1,"5859*B"
"9551","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2019,260,1,"5859*B"
"9552","Quercus","rubra","Quercus rubra","Northern red oak","QURU","flowers",2019,121,1,"5859*B"
"9555","Quercus","rubra","Quercus rubra","Northern red oak","QURU","recentFruitOrSeedDrop",2019,237,1,"5859*B"
"9556","Quercus","rubra","Quercus rubra","Northern red oak","QURU","fruits",2019,158,1,"5859*B"
"9558","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2019,107,1,"8197*A"
"9559","Quercus","rubra","Quercus rubra","Northern red oak","QURU","budburst",2019,130,1,"8197*A"
"9561","Quercus","rubra","Quercus rubra","Northern red oak","QURU","ripeFruits",2019,260,1,"8197*A"
"9563","Quercus","rubra","Quercus rubra","Northern red oak","QURU","increasingLeafSize",2019,128,1,"8197*A"
"9564","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafDrop",2019,268,1,"8197*A"
"9566","Quercus","rubra","Quercus rubra","Northern red oak","QURU","leafout",2019,128,1,"8197*A"
"9570","Quercus","rubra","Quercus rubra","Northern red oak","QURU","coloredLeaves",2019,268,1,"8197*A"
"9571","Quercus","rubra","Quercus rubra","Northern red oak","QURU","flowers",2019,129,1,"8197*A"
"9572","Quercus","rubra","Quercus rubra","Northern red oak","QURU","openFlowers",2019,130,1,"8197*A"
"9577","Quercus","rubra","Quercus rubra","Northern red oak","QURU","fruits",2019,228,1,"8197*A"
"9579","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,104,1,"1323-82*A"
"9580","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,115,1,"1323-82*A"
"9582","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,140,1,"1323-82*A"
"9586","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,209,1,"1323-82*A"
"9587","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,206,1,"1323-82*A"
"9588","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,243,1,"1323-82*A"
"9591","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,271,1,"1323-82*A"
"9593","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,115,1,"1323-82*A"
"9595","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,140,1,"1323-82*A"
"9596","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,155,1,"1323-82*A"
"9599","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,209,1,"1323-82*A"
"9604","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2019,293,1,"1323-82*A"
"9605","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,115,1,"1323-82*A"
"9606","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,254,1,"1323-82*A"
"9607","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,297,1,"1323-82*A"
"9610","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2019,267,1,"1323-82*A"
"9611","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2019,278,1,"1323-82*A"
"9613","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,140,1,"1323-82*A"
"9614","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,178,1,"1323-82*A"
"9615","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,209,1,"1323-82*A"
"9617","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2019,183,1,"1323-82*A"
"9618","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2019,209,1,"1323-82*A"
"9620","Tilia","americana","Tilia americana","American basswood","TIAM","pollenRelease",2019,183,1,"1323-82*A"
"9621","Tilia","americana","Tilia americana","American basswood","TIAM","pollenRelease",2019,209,1,"1323-82*A"
"9623","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2019,206,1,"1323-82*A"
"9627","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,186,1,"1323-82*A"
"9628","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,243,1,"1323-82*A"
"9630","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,109,1,"19804*A"
"9631","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,126,1,"19804*A"
"9639","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,227,1,"19804*A"
"9640","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,314,1,"19804*A"
"9641","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,112,1,"19804*A"
"9645","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2019,227,1,"19804*A"
"9646","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2019,244,1,"19804*A"
"9647","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,114,1,"19804*A"
"9651","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2019,221,1,"19804*A"
"9652","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2019,243,1,"19804*A"
"9653","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,161,1,"19804*A"
"9654","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2019,185,1,"19804*A"
"9658","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2019,262,1,"19804*A"
"9667","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,195,1,"19804*A"
"9668","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,244,1,"19804*A"
"9669","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,314,1,"19804*A"
"9670","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,110,1,"1251-79*E"
"9671","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,135,1,"1251-79*E"
"9672","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,142,1,"1251-79*E"
"9675","Betula","nigra","Betula nigra","River birch","BENI","ripeFruits",2019,160,1,"1251-79*E"
"9678","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,124,1,"1251-79*E"
"9679","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,147,1,"1251-79*E"
"9680","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,154,1,"1251-79*E"
"9686","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,239,1,"1251-79*E"
"9687","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,258,1,"1251-79*E"
"9688","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,282,1,"1251-79*E"
"9691","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,123,1,"1251-79*E"
"9692","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,126,1,"1251-79*E"
"9693","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,249,1,"1251-79*E"
"9694","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,294,1,"1251-79*E"
"9698","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,237,1,"1251-79*E"
"9699","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,258,1,"1251-79*E"
"9702","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,112,1,"1251-79*E"
"9705","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,126,1,"1251-79*E"
"9706","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,130,1,"1251-79*E"
"9707","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,133,1,"1251-79*E"
"9708","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,141,1,"1251-79*E"
"9709","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,148,1,"1251-79*E"
"9717","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,126,1,"1251-79*E"
"9718","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,133,1,"1251-79*E"
"9720","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,147,1,"1251-79*E"
"9733","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,157,1,"1251-79*E"
"9736","Quercus","alba","Quercus alba","White oak","QUAL","budburst",2019,113,1,"611-2010*A"
"9742","Quercus","alba","Quercus alba","White oak","QUAL","increasingLeafSize",2019,123,1,"611-2010*A"
"9745","Quercus","alba","Quercus alba","White oak","QUAL","increasingLeafSize",2019,209,1,"611-2010*A"
"9750","Quercus","alba","Quercus alba","White oak","QUAL","leafDrop",2019,288,1,"611-2010*A"
"9751","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2019,123,1,"611-2010*A"
"9752","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2019,248,1,"611-2010*A"
"9753","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2019,287,1,"611-2010*A"
"9754","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2019,297,1,"611-2010*A"
"9760","Quercus","alba","Quercus alba","White oak","QUAL","coloredLeaves",2019,287,1,"611-2010*A"
"9764","Quercus","alba","Quercus alba","White oak","QUAL","recentFruitOrSeedDrop",2019,248,1,"611-2010*A"
"9765","Quercus","alba","Quercus alba","White oak","QUAL","recentFruitOrSeedDrop",2019,300,1,"611-2010*A"
"9769","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,113,1,"17538*A"
"9770","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,140,1,"17538*A"
"9774","Tilia","americana","Tilia americana","American basswood","TIAM","budburst",2019,209,1,"17538*A"
"9776","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,206,1,"17538*A"
"9777","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,229,1,"17538*A"
"9778","Tilia","americana","Tilia americana","American basswood","TIAM","ripeFruits",2019,248,1,"17538*A"
"9780","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,123,1,"17538*A"
"9784","Tilia","americana","Tilia americana","American basswood","TIAM","increasingLeafSize",2019,209,1,"17538*A"
"9787","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2019,260,1,"17538*A"
"9788","Tilia","americana","Tilia americana","American basswood","TIAM","leafDrop",2019,276,1,"17538*A"
"9789","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,123,1,"17538*A"
"9790","Tilia","americana","Tilia americana","American basswood","TIAM","leafout",2019,248,1,"17538*A"
"9794","Tilia","americana","Tilia americana","American basswood","TIAM","coloredLeaves",2019,260,1,"17538*A"
"9795","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,140,1,"17538*A"
"9796","Tilia","americana","Tilia americana","American basswood","TIAM","flowers",2019,209,1,"17538*A"
"9800","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2019,183,1,"17538*A"
"9801","Tilia","americana","Tilia americana","American basswood","TIAM","openFlowers",2019,209,1,"17538*A"
"9802","Tilia","americana","Tilia americana","American basswood","TIAM","pollenRelease",2019,183,1,"17538*A"
"9803","Tilia","americana","Tilia americana","American basswood","TIAM","pollenRelease",2019,209,1,"17538*A"
"9805","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2019,206,1,"17538*A"
"9806","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2019,229,1,"17538*A"
"9807","Tilia","americana","Tilia americana","American basswood","TIAM","recentFruitOrSeedDrop",2019,248,1,"17538*A"
"9809","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,206,1,"17538*A"
"9810","Tilia","americana","Tilia americana","American basswood","TIAM","fruits",2019,248,1,"17538*A"
"9812","Quercus","alba","Quercus alba","White oak","QUAL","budburst",2019,117,1,"21815*E"
"9814","Quercus","alba","Quercus alba","White oak","QUAL","increasingLeafSize",2019,126,1,"21815*E"
"9816","Quercus","alba","Quercus alba","White oak","QUAL","leafDrop",2019,286,1,"21815*E"
"9818","Quercus","alba","Quercus alba","White oak","QUAL","leafout",2019,127,1,"21815*E"
